ID_DRIVER,DATE,DAY,NIGHT
4094,09-01-2009,75,85
4095,01-01-2008,79,81
4095,02-01-2008,77,83
4095,03-01-2008,75,85
4095,04-01-2008,89,71
4095,05-01-2008,73,87
4095,06-01-2008,86,74
4095,07-01-2008,77,83
4095,08-01-2008,74,86
4095,09-01-2008,72,88
4095,10-01-2008,79,81
4095,11-01-2008,71,89
4095,12-01-2008,89,71
4095,01-01-2009,80,80
4095,02-01-2009,74,86
4095,03-01-2009,83,77
4095,04-01-2009,78,82
4095,05-01-2009,72,88
4095,06-01-2009,74,86
4095,07-01-2009,78,82
4095,08-01-2009,85,75
4095,09-01-2009,71,89
4096,01-01-2008,76,84
4096,02-01-2008,74,86
4096,03-01-2008,86,74
4096,04-01-2008,76,84
4096,05-01-2008,83,77
4096,06-01-2008,80,80
4096,07-01-2008,74,86
4096,08-01-2008,87,73
4096,09-01-2008,84,76
4096,10-01-2008,89,71
4096,11-01-2008,77,83
4096,12-01-2008,78,82
4096,01-01-2009,83,77
4096,02-01-2009,76,84
4096,03-01-2009,84,76
4096,04-01-2009,76,84
4096,05-01-2009,86,74
4096,06-01-2009,78,82
4096,07-01-2009,86,74
4096,08-01-2009,77,83
4096,09-01-2009,85,75
4097,01-01-2008,87,73
4097,02-01-2008,89,71
4097,03-01-2008,76,84
4097,04-01-2008,78,82
4097,05-01-2008,87,73
4097,06-01-2008,74,86
4097,07-01-2008,75,85
4097,08-01-2008,71,89
4097,09-01-2008,90,70
4097,10-01-2008,71,89
4097,11-01-2008,86,74
4097,12-01-2008,75,85
4097,01-01-2009,72,88
4097,02-01-2009,83,77
4097,03-01-2009,71,89
4097,04-01-2009,79,81
4097,05-01-2009,79,81
4097,06-01-2009,81,79
4097,07-01-2009,73,87
4097,08-01-2009,89,71
4097,09-01-2009,73,87
4098,01-01-2008,84,76
4098,02-01-2008,84,76
4098,03-01-2008,77,83
4098,04-01-2008,83,77
4098,05-01-2008,75,85
4098,06-01-2008,73,87
4098,07-01-2008,87,73
4098,08-01-2008,74,86
4098,09-01-2008,74,86
4098,10-01-2008,85,75
4098,11-01-2008,83,77
4098,12-01-2008,76,84
4098,01-01-2009,78,82
4098,02-01-2009,72,88
4098,03-01-2009,75,85
4098,04-01-2009,76,84
4098,05-01-2009,75,85
4098,06-01-2009,74,86
4098,07-01-2009,79,81
4098,08-01-2009,72,88
4098,09-01-2009,77,83
4099,01-01-2008,86,74
4099,02-01-2008,78,82
4099,03-01-2008,83,77
4099,04-01-2008,73,87
4099,05-01-2008,83,77
4099,06-01-2008,89,71
4099,07-01-2008,85,75
4099,08-01-2008,81,79
4099,09-01-2008,87,73
4099,10-01-2008,77,83
4099,11-01-2008,82,78
4099,12-01-2008,84,76
4099,01-01-2009,86,74
4099,02-01-2009,86,74
4099,03-01-2009,87,73
4099,04-01-2009,73,87
4099,05-01-2009,75,85
4099,06-01-2009,87,73
4099,07-01-2009,78,82
4099,08-01-2009,85,75
4099,09-01-2009,71,89
